Mirex
File,Score,Ref key,Test key
"mcgill-billboard_1232-Bonnie_Pointer-Heaven_Must_Have_Sent_You",0.200000,Key C,Key C:minor-general
"mcgill-billboard_1234-Boston-Amanda",0.200000,Key G,Key G:minor-general
"mcgill-billboard_1237-Level_42-Something_About_You",0.200000,Key E,Key E:minor-general
"mcgill-billboard_1239-The_Shirelles-Will_You_Love_Me_Tomorrow",0.000000,Key C,Key F:minor-general
"mcgill-billboard_1240-Chicago-Alive_Again",0.200000,Key Bb,Key A#:minor-general
"mcgill-billboard_1244-The_Beatles-Help",1.000000,Key A,Key A
"mcgill-billboard_1246-Greg_Kihn_Band-Happy_Man",0.300000,Key G,Key E:minor-general
"mcgill-billboard_1247-Willie_Mitchell-20-75",0.000000,Key C,Key E:minor-general
"mcgill-billboard_1248-The_Everly_Brothers-Thats_Old_Fashioned_(Thats_The_Way_Love_Should_Be)",0.300000,Key G,Key E:minor-general
"mcgill-billboard_1249-Steve_Miller_Band-Rockn_Me",0.000000,Key B,Key E:minor-general
"mcgill-billboard_1253-Brenda_Lee-All_Alone_Am_I",0.000000,Key F,Key G:minor-general
"mcgill-billboard_1257-Minnie_Riperton-Lovin_You",0.200000,Key A,Key A:minor-general
"mcgill-billboard_1261-Simon_&_Garfunkel-El_Condor_Pasa",1.000000,Key E:minor-general,Key E:minor-general
"mcgill-billboard_1263-Jimmy_Reed-Baby_What_You_Want_Me_To_Do",0.200000,Key E,Key E:minor-general
"mcgill-billboard_1265-Bobby_Darin-If_I_Were_A_Carpenter",0.200000,Key D,Key D:minor-general
"mcgill-billboard_1267-Rick_Derringer-Rock_And_Roll_Hoochie_Koo",0.200000,Key A,Key A:minor-general
"mcgill-billboard_1268-Edgar_Winter-Frankenstein",1.000000,Key G:minor-general,Key G:minor-general
"mcgill-billboard_1269-Elton_John-Who_Wears_These_Shoes",0.300000,Key B:minor-general,Key D
"mcgill-billboard_1270-Kaoma-Lambada",1.000000,Key D:minor-general,Key D:minor-general
"mcgill-billboard_1271-Bette_Midler-The_Rose",0.000000,Key C,Key E:minor-general
"mcgill-billboard_1273-Cliff_Richard-We_Dont_Talk_Anymore",1.000000,Key C,Key C
"mcgill-billboard_1274-Cyndi_Lauper-She_Bop",0.500000,Key A:minor-general,Key D:minor-general
"mcgill-billboard_1276-Milli_Vanilli-Baby_Dont_Forget_My_Number",0.000000,Key Ab:minor-general,Key F#:minor-general
"mcgill-billboard_1277-Bob_Seger-American_Storm",0.000000,Key A,Key E:minor-general
"mcgill-billboard_1279-Shannon-Let_The_Music_Play",0.000000,Key C:minor-general,Key A#:minor-general
"mcgill-billboard_1280-Cornelius_Brothers_&_Sister_Rose-Treat_Her_Like_A_Lady",0.200000,Key F#,Key F#:minor-general
"mcgill-billboard_1281-Van_Halen-When_Its_Love",1.000000,Key D,Key D
"mcgill-billboard_1282-George_Harrison-Crackerbox_Palace",0.300000,Key Bb,Key G:minor-general
"mcgill-billboard_1286-A_Taste_Of_Honey-Sukiyaki",0.000000,Key Eb,Key A#:minor-general
"mcgill-billboard_1287-Johnny_Horton-Johnny_Reb",0.200000,Key E,Key E:minor-general
"mcgill-billboard_1289-The_Las-There_She_Goes",1.000000,Key G,Key G
"mcgill-billboard_1292-The_Chiffons-Hes_So_Fine",0.500000,Key G,Key D
"mcgill-billboard_1296-Billy_Idol-White_Wedding",0.500000,Key B:minor-general,Key E:minor-general
