Mirex
File,Score,Ref key,Test key
"2005-Intensive Care (Special Edition)/02-Tripping/4-Gmin",0.300000,Key G:minor-general,Key Bb
"2005-Intensive Care (Special Edition)/02-Tripping/5-Dmin",0.300000,Key D:minor-general,Key F
"2005-Intensive Care (Special Edition)/03-Make Me Pure/0-Amaj",1.000000,Key A,Key A
"2005-Intensive Care (Special Edition)/03-Make Me Pure/1-Cmaj",1.000000,Key C,Key C
"2005-Intensive Care (Special Edition)/03-Make Me Pure/2-Amaj",1.000000,Key A,Key A
"2005-Intensive Care (Special Edition)/04-Spread Your Wings/0-Fmaj",1.000000,Key F,Key F
"2005-Intensive Care (Special Edition)/04-Spread Your Wings/1-Dmin",1.000000,Key D:minor-general,Key D:minor-general
"2005-Intensive Care (Special Edition)/04-Spread Your Wings/2-Fmaj",1.000000,Key F,Key F
"2005-Intensive Care (Special Edition)/04-Spread Your Wings/3-Dmin",1.000000,Key D:minor-general,Key D:minor-general
"2005-Intensive Care (Special Edition)/04-Spread Your Wings/5-Fmaj",1.000000,Key F,Key F
"2005-Intensive Care (Special Edition)/04-Spread Your Wings/6-Dmin",1.000000,Key D:minor-general,Key D:minor-general
"2005-Intensive Care (Special Edition)/04-Spread Your Wings/7-Fmaj",1.000000,Key F,Key F
"2005-Intensive Care (Special Edition)/05-Advertising Space/0-Cmaj",1.000000,Key C,Key C
"2005-Intensive Care (Special Edition)/06-Please Don't Die/0-Cmaj",1.000000,Key C,Key C
"2005-Intensive Care (Special Edition)/07-Your Gay Friend/0-Gmaj",1.000000,Key G,Key G
"2005-Intensive Care (Special Edition)/08-Sin Sin Sin/0-Cmaj",1.000000,Key C,Key C
"2005-Intensive Care (Special Edition)/08-Sin Sin Sin/1-Amin",0.300000,Key A:minor-general,Key C
"2005-Intensive Care (Special Edition)/08-Sin Sin Sin/2-Cmaj",1.000000,Key C,Key C
"2005-Intensive Care (Special Edition)/09-Random Acts Of Kindness/1-Bmin",0.300000,Key B:minor-general,Key D
"2005-Intensive Care (Special Edition)/10-The Trouble With Me/0-Amin",0.300000,Key A:minor-general,Key C
"2005-Intensive Care (Special Edition)/10-The Trouble With Me/1-Cmaj",1.000000,Key C,Key C
"2005-Intensive Care (Special Edition)/10-The Trouble With Me/2-Amin",0.300000,Key A:minor-general,Key C
"2005-Intensive Care (Special Edition)/10-The Trouble With Me/3-Cmaj",1.000000,Key C,Key C
"2005-Intensive Care (Special Edition)/12-King Of Bloke And Bird/0-Emin",0.300000,Key E:minor-general,Key G
"2005-Intensive Care (Special Edition)/12-King Of Bloke And Bird/1-Gmaj",1.000000,Key G,Key G
"2005-Intensive Care (Special Edition)/12-King Of Bloke And Bird/2-Emin",0.300000,Key E:minor-general,Key G
"2005-Intensive Care (Special Edition)/12-King Of Bloke And Bird/3-Gmaj",1.000000,Key G,Key G
"2005-Intensive Care (Special Edition)/12-King Of Bloke And Bird/4-Emin",0.300000,Key E:minor-general,Key G
